researcher,unidad_academica,CENTRO,ZONA,id_scholar,h_index,vinculacion,horas_dedicacion,url,grupo,inicio_vinculacion,fin_vinculacion,posgrade,clasification,articulos,capitulos,libros,softwares,innovaciones,trabajos_dirigidos
JOHN FREDY MONTES MORA,"ESCUELA DE CIENCIAS DE LA EDUCACION; ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",IBAGUE; IBAGUE,SUR; SUR,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001088297,GIDESTEC,2011-06-01, Actual,Maestría/Magister,Sin clasificar,2,3,0,2,0,1
JORGE ENRIQUE ARBOLEDA PUERTA,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",EJE CAFETERO (PEREIRA),OCCIDENTE,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000121401,GIDESTEC,2017-01-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,1
JUAN ALEJANDRO CHICA GARCIA,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",ACACIAS,AMAZONAS Y ORINOQUIA,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000893390,GIDESTEC,2018-01-01, Actual,Maestría/Magister,Sin clasificar,0,8,0,8,0,0
NELSON MARIN LATORRE ARIAS,VICERRECTORIA ACADEMICA Y DE INVESTIGACION,MEDELLIN,OCCIDENTE,Fgo_P9sAAAAJ,0,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001342753,GRUPO DE INVESTIGACION PASOS DE LIBERTAD,2018-08-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,5
JUAN CARLOS VESGA FERREIRA,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",BUCARAMANGA,CENTRO ORIENTE,NA,NA,Integrante,0; 2; 0; 2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000863718,GIDESTEC; DAVINCI,2018-01-01; 2011-01-01, Actual,Doctorado,Investigador Senior (IS),3; 22,0; 0,0; 0,0; 24,0; 0,2; 43
JUAN MANUEL ALDANA PORRAS,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",IBAGUE,SUR,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000043693,GIDESTEC,2016-11-01, Actual,Maestría/Magister,Sin clasificar,3,3,0,2,0,2
JUAN OLEGARIO MONROY VASQUEZ,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",SOGAMOSO,CENTRO BOYACA,NA,NA,Integrante,7,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000557978,GIDESTEC,2016-09-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
JULY NATALIA MORA ALFONSO,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",(BOGOTA Cra 30) JOSE ACEVEDO Y GÓMEZ,CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,17,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001488606,GIDESTEC,2017-01-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
LUIS ALFONSO FLOREZ PRIAS,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",COROZAL,CARIBE,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001657885,GIDESTEC,2019-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MANUEL ENRIQUE WAGNER MENDIVELSO,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA; ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",ZIPAQUIRA; (BOGOTA Cra 30) JOSE ACEVEDO Y GÓMEZ,CENTRO BOGOTA Y CUNDINAMARCA; CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000983268,GIDESTEC,2018-06-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,2,0,0
MARIO RICARDO ARBULU SAAVEDRA,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",NEIVA,SUR,NA,NA,Integrante,18; 8; 18; 8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001394123,GIDESTEC; BIOTICS,2017-07-01; 2019-01-01, Actual,Doctorado,Investigador Junior (IJ),3; 0,0; 0,0; 0,1; 0,0; 0,0; 0
NUBIA LILIANA OVIEDO TOVAR,"ESCUELA DE CIENCIAS SOCIALES, ARTES Y HUMANIDADES",IBAGUE,SUR,NA,NA,Integrante,6; 40; 6; 40; 6; 40; 6; 40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001393861,"GRUPO DE INVESTIGACION PASOS DE LIBERTAD; GRUPO DE INVESTIGACION DESARROLLO SOCIOCULTURAL, AFECTO Y COGNICION; GRUPO DE INVESTIGACION PASOS DE LIBERTAD; GRUPO DE INVESTIGACION DESARROLLO SOCIOCULTURAL, AFECTO Y COGNICION",2017-01-01; 2009-09-01, Actual,Maestría/Magister,Sin clasificar,0; 2; 0; 2,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
MAURICIO ALBERTO GARCIA MARTINEZ,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",FACATATIVA,CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001417684,GIDESTEC,2015-01-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,1,0,1
"NATALIA MOLINA AREVALO","ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",IBAGUE,SUR,NA,NA,Integrante,8; 6; 8; 6; 8; 6; 8; 6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001474796,GIDESTEC; GESTINDUSTRIALES EOCA; GIDESTEC; GESTINDUSTRIALES EOCA,2012-03-01; 2017-06-01, 2014/1,Especialización,Sin clasificar,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 4; 0; 4
NESTOR JAVIER RODRIGUEZ GARCIA,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",(BOGOTA Cra 30) JOSE ACEVEDO Y GÓMEZ,CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,12,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001578292,GIDESTEC,2014-07-01, Actual,Maestría/Magister,Sin clasificar,2,0,0,0,0,5
NILSON ALBEIRO FERREIRA MANZANARES,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",IBAGUE,SUR,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001411564,GIDESTEC,2013-05-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,1
OMAR ALBEIRO TREJO NARVAEZ,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",PALMIRA,CENTRO SUR,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001595745,GIDESTEC,2019-01-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
OMAR LEONARDO LEYTON MENDIETA,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",MARIQUITA,SUR,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000060202,GIDESTEC,2016-08-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
PAOLA ANDREA BUITRAGO CADAVID,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",MEDELLIN,OCCIDENTE,2MGXKOoAAAAJ,0,Integrante,13,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001487730,GIDESTEC,2017-02-01, Actual,Maestría/Magister,Sin clasificar,4,2,0,0,0,1
PAOLA ANDREA MATEUS ABAUNZA,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",(BOGOTA Cra 30) JOSE ACEVEDO Y GÓMEZ,CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,17,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000067146,GIDESTEC,2017-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,4,0,0
PEDRO TORRES SILVA,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",NEIVA,SUR,NA,NA,Integrante,10; 4; 10; 4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000611433,GIDESTEC; DAVINCI,2016-01-01; 2011-01-01, Actual,Maestría/Magister,Sin clasificar,2; 0,0; 0,0; 0,0; 0,0; 0,1; 10
RAUL CAMACHO BRINEZ,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA; ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",* SEDE NACIONAL JOSE CELESTINO MUTIS; IBAGUE,SEDE NACIONAL JOSE CELESTINO MUTIS; SUR,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001555845,GIDESTEC,2013-01-01, Actual,Maestría/Magister,Sin clasificar,6,3,0,1,0,2
SANDRA MILENA GARCIA AVILA,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",(BOGOTA Cra 30) JOSE ACEVEDO Y GÓMEZ,CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001506342,GIDESTEC,2019-01-01, Actual,Especialización,Sin clasificar,0,0,0,3,0,1
SANTIAGO RUA PEREZ,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",MEDELLIN,OCCIDENTE,oQQmvWsAAAAJ,4,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001485324,GIDESTEC,2019-01-01, Actual,Doctorado,Investigador Junior (IJ),4,0,0,6,0,4
OMAR ALBERTO ALVARADO ROZO,ESCUELA DE CIENCIAS DE LA EDUCACION,NEIVA,SUR,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001634804,GRUPO DE INVESTIGACION PASOS DE LIBERTAD,2019-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
WILSON DE JESUS ARRUBLA HOYOS,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",COROZAL,CARIBE,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000091031,GIDESTEC,2018-01-01, Actual,Especialización,Sin clasificar,0,0,0,1,0,2
YOLIMA ESTHER MERCADO PALENCIA,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",COROZAL,CARIBE,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000098246,GIDESTEC,2018-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,1,0,6
LUZ MERY BERNAL PARRA,ESCUELA DE CIENCIAS DE LA SALUD,* SEDE NACIONAL JOSE CELESTINO MUTIS,SEDE NACIONAL JOSE CELESTINO MUTIS,NA,NA,Integrante,20; 4; 20; 4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001109596,BIOINNOVA; GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES),2011-01-01; 2005-06-01, Actual,Doctorado,Investigador Asociado (I),10; 2,1; 1,0; 2,0; 0,0; 0,3; 0
LUIS FERNANDO GOMEZ ORTEGA,ESCUELA DE CIENCIAS DE LA SALUD,CALI,CENTRO SUR,NA,NA,Integrante,15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001230964,BIOINNOVA,2012-08-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
PEDRO ROJAS GUALTEROS,ESCUELA DE CIENCIAS DE LA EDUCACION,IBAGUE,SUR,NA,NA,Integrante,6; 0; 6; 0; 6; 0; 6; 0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000682390,GRUPO DE INVESTIGACION PASOS DE LIBERTAD; UMBRAL; GRUPO DE INVESTIGACION PASOS DE LIBERTAD; UMBRAL,2010-06-01; 2020-01-01, 2014/12,Maestría/Magister,Sin clasificar,4; 0; 4; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,5; 0; 5; 0
ANGELA VIVIANA GARCIA SALAMANCA,ESCUELA DE CIENCIAS DE LA SALUD,DUITAMA,CENTRO BOYACA,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001608420,BIOINNOVA,2017-03-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
AUGUSTO RAFAEL ORTEGA VASQUEZ,ESCUELA DE CIENCIAS DE LA SALUD,* SEDE NACIONAL JOSE CELESTINO MUTIS,SEDE NACIONAL JOSE CELESTINO MUTIS,NA,NA,Integrante,10; 20; 10; 20; 10; 20; 10; 20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000631418,BIOINNOVA; TECNNOSALUD; BIOINNOVA; TECNNOSALUD,2012-02-01; 2016-01-01, 2013/12,Maestría/Magister,Sin clasificar,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
CESAR ALBERTO PAZO FERNANDEZ,ESCUELA DE CIENCIAS DE LA SALUD,MEDELLIN,OCCIDENTE,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000148876,BIOINNOVA,2019-10-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
CLAUDIA MARCELA SABOGAL FAJARDO,ESCUELA DE CIENCIAS DE LA SALUD,(BOGOTA Cra 30) JOSE ACEVEDO Y GÓMEZ,CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001635643,BIOINNOVA,2017-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
CLAUDIA PATRICIA JIMENEZ FORERO,ESCUELA DE CIENCIAS DE LA SALUD,BUCARAMANGA,CENTRO ORIENTE,NA,NA,Integrante,6; 0; 6; 0; 6; 0; 6; 0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001439943,BIOINNOVA; TECNNOSALUD; BIOINNOVA; TECNNOSALUD,2017-02-01; 2015-01-01, Actual,Maestría/Magister,Sin clasificar,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
DANIEL ESTEBAN PINO MARIN,ESCUELA DE CIENCIAS DE LA SALUD,MEDELLIN,OCCIDENTE,6eARC8wAAAAJ,4,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001502668,BIOINNOVA,2019-03-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
SANDRA MIGDONIA TOVAR TRUJILLO,"ESCUELA DE CIENCIAS ADMINISTRATIVAS, CONTABLES, ECONOMICAS Y DE NEGOCIOS",NEIVA,SUR,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000769967,GRUPO DE INVESTIGACION PASOS DE LIBERTAD,2016-09-01, 2016/10,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ELVINIA CELIS ORTEGA,ESCUELA DE CIENCIAS DE LA SALUD,(BOGOTA Cra 30) JOSE ACEVEDO Y GÓMEZ,CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001491349,BIOINNOVA,2021-03-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
GIGLIOLA MORANTI SANCHEZ,ESCUELA DE CIENCIAS DE LA SALUD,(BOGOTA Cra 30) JOSE ACEVEDO Y GÓMEZ,CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000103467,BIOINNOVA,2017-03-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
GINA MARCELA MAHECHA NARANJO,ESCUELA DE CIENCIAS DE LA SALUD,COROZAL,CARIBE,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001705411,BIOINNOVA,2019-04-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
GINA MARCELLA JURADO BRICENO,ESCUELA DE CIENCIAS DE LA SALUD,(BOGOTA Cra 30) JOSE ACEVEDO Y GÓMEZ,CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001741629,BIOINNOVA,2019-11-01, 2019/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
HERNAN CAMILO CASTILLO ROMERO,ESCUELA DE CIENCIAS DE LA SALUD; ESCUELA DE CIENCIAS DE LA SALUD,* SEDE NACIONAL JOSE CELESTINO MUTIS; NEIVA,SEDE NACIONAL JOSE CELESTINO MUTIS; SUR,NA,NA,Integrante,6; 20; 6; 20; 6; 20; 6; 20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001420520,BIOINNOVA; TECNNOSALUD; BIOINNOVA; TECNNOSALUD,2020-03-01; 2015-01-01, 2020/6,Maestría/Magister,Sin clasificar,0; 1; 0; 1,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 2; 0; 2
SHYRLEY ROCIO VARGAS PAREDES,VICERRECTORIA ACADEMICA Y DE INVESTIGACION,NEIVA,SUR,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000006769,GRUPO DE INVESTIGACION PASOS DE LIBERTAD,2016-09-01, Actual,Maestría/Magister,Sin clasificar,0,0,2,0,0,2
LUZ MARINA MARTINEZ PENA,ESCUELA DE CIENCIAS DE LA SALUD,(BOGOTA Cra 30) JOSE ACEVEDO Y GÓMEZ,CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,6; 0; 6; 0; 6; 0; 6; 0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000190861,BIOINNOVA; TECNNOSALUD; BIOINNOVA; TECNNOSALUD,2016-10-01; 2013-01-01, Actual,Maestría/Magister,Sin clasificar,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
MAGDA GIOANNA CRUZ SUAREZ,ESCUELA DE CIENCIAS DE LA SALUD,* SEDE NACIONAL JOSE CELESTINO MUTIS,SEDE NACIONAL JOSE CELESTINO MUTIS,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001348525,BIOINNOVA,2020-04-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MARIA CATALINA OJEDA MARTINEZ,ESCUELA DE CIENCIAS DE LA SALUD,TUNJA,CENTRO BOYACA,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001377433,BIOINNOVA,2019-08-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
MARIA CONSUELO BERNAL LIZARAZU,ESCUELA DE CIENCIAS DE LA SALUD,(BOGOTA Cra 30) JOSE ACEVEDO Y GÓMEZ,CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000572772,BIOINNOVA,2014-03-01, Actual,Maestría/Magister,Investigador Junior (IJ),3,0,0,0,0,6
MAYRA ESTHER BRITTO HURTADO,VICERRECTORIA ACADEMICA Y DE INVESTIGACION; ESCUELA DE CIENCIAS DE LA SALUD,* SEDE NACIONAL JOSE CELESTINO MUTIS; * SEDE NACIONAL JOSE CELESTINO MUTIS,SEDE NACIONAL JOSE CELESTINO MUTIS; SEDE NACIONAL JOSE CELESTINO MUTIS,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001443539,BIOINNOVA,2019-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MONICA AMAYA AMAYA,ESCUELA DE CIENCIAS DE LA SALUD,(BOGOTA Cra 30) JOSE ACEVEDO Y GÓMEZ,CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001676274,BIOINNOVA,2019-03-01, 2019/6,Especialización,Sin clasificar,0,0,0,0,0,0
NELSON RICARDO AVILA MENESES,ESCUELA DE CIENCIAS DE LA SALUD,* SEDE NACIONAL JOSE CELESTINO MUTIS,SEDE NACIONAL JOSE CELESTINO MUTIS,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001371186,BIOINNOVA,2014-06-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
OLGA LUCIA OSTOS ORTIZ,VICERRECTORIA ACADEMICA Y DE INVESTIGACION,* SEDE NACIONAL JOSE CELESTINO MUTIS,SEDE NACIONAL JOSE CELESTINO MUTIS,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000260010,BIOINNOVA,2012-02-01, 2014/1,Maestría/Magister,Investigador Asociado (I),0,0,0,0,0,0
OLGA LUCIA RODRIGUEZ PUERTO,ESCUELA DE CIENCIAS DE LA SALUD,SOGAMOSO,CENTRO BOYACA,NA,NA,Integrante,3,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001096478,BIOINNOVA,2020-08-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
OMAR IVAN VARGAS RIVERA,ESCUELA DE CIENCIAS DE LA SALUD,TUNJA,CENTRO BOYACA,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001347701,BIOINNOVA,2019-04-01, 2019/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
PAOLA ALVIS DUFFO,ESCUELA DE CIENCIAS DE LA SALUD,* SEDE NACIONAL JOSE CELESTINO MUTIS,SEDE NACIONAL JOSE CELESTINO MUTIS,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001370985,BIOINNOVA,2019-08-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
RAFAEL LEONARDO CARVAJAL HERNANDEZ,ESCUELA DE CIENCIAS DE LA SALUD,* SEDE NACIONAL JOSE CELESTINO MUTIS,SEDE NACIONAL JOSE CELESTINO MUTIS,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000182436,BIOINNOVA,2019-08-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
SANDRA VIVIANA TAPASCO VALENCIA,ESCUELA DE CIENCIAS DE LA SALUD,CALI,CENTRO SUR,NA,NA,Integrante,6; 20; 6; 20; 6; 20; 6; 20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001666718,BIOINNOVA; TECNNOSALUD; BIOINNOVA; TECNNOSALUD,2018-02-01; 2020-05-01, 2018/6,Pregrado/Universitario,Sin clasificar,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
STEVE RODRIGUEZ GUERRERO,ESCUELA DE CIENCIAS DE LA SALUD,CALI,CENTRO SUR,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000000866,BIOINNOVA,2016-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
WALTER JOSE MEJIA VALETA,ESCUELA DE CIENCIAS DE LA SALUD,CARTAGENA (BOLIVAR),CARIBE,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001407156,BIOINNOVA,2020-03-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
MAURICIO VERA SANCHEZ,"ESCUELA DE CIENCIAS SOCIALES, ARTES Y HUMANIDADES",EJE CAFETERO (PEREIRA),OCCIDENTE,BeG5C5QAAAAJ,54,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000955965,GRUPO DE INVESTIGACION FISURA,2020-01-01, Actual,Doctorado,Investigador Junior (IJ),1,0,1,0,0,3
CLARA PATRICIA ANCHICOQUE ZORRO,"ESCUELA DE CIENCIAS ADMINISTRATIVAS, CONTABLES, ECONOMICAS Y DE NEGOCIOS",ACACIAS,AMAZONAS Y ORINOQUIA,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000096452,QUIRON,2021-03-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
CRISTIAN ORLANDO AVILA QUINONES,"ESCUELA DE CIENCIAS ADMINISTRATIVAS, CONTABLES, ECONOMICAS Y DE NEGOCIOS",YOPAL,AMAZONAS Y ORINOQUIA,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000392979,QUIRON,2017-10-01, Actual,Doctorado,Sin clasificar,1,9,2,0,0,0
DIANA MARCELA BURGOS DUARTE,"ESCUELA DE CIENCIAS ADMINISTRATIVAS, CONTABLES, ECONOMICAS Y DE NEGOCIOS",ACACIAS,AMAZONAS Y ORINOQUIA,NA,NA,Integrante,3,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001765876,QUIRON,2020-06-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
